variable_name,datasets_involved,conflict_type,evidence,proposed_change,risk_note
log_secondary_pub,segregation_citydata_rural_200.dta,derivable,log_secondary_pub matches log_<base> and base variable secondary_pub exists,Document the formula and consider deriving rather than storing a duplicate field.,Name-pattern heuristic only; verify determinism before dropping or rebuilding.
log_secondary_pub,segregation_citydata_urban_200.dta,derivable,log_secondary_pub matches log_<base> and base variable secondary_pub exists,Document the formula and consider deriving rather than storing a duplicate field.,Name-pattern heuristic only; verify determinism before dropping or rebuilding.
log_secondary_pub,segregation_citydata_urban_4000.dta,derivable,log_secondary_pub matches log_<base> and base variable secondary_pub exists,Document the formula and consider deriving rather than storing a duplicate field.,Name-pattern heuristic only; verify determinism before dropping or rebuilding.
log_secondary_pub_pc11,segregation_citydata_rural_200.dta,derivable,log_secondary_pub_pc11 matches log_<base> and base variable secondary_pub_pc11 exists,Document the formula and consider deriving rather than storing a duplicate field.,Name-pattern heuristic only; verify determinism before dropping or rebuilding.
log_secondary_pub_pc11,segregation_citydata_urban_200.dta,derivable,log_secondary_pub_pc11 matches log_<base> and base variable secondary_pub_pc11 exists,Document the formula and consider deriving rather than storing a duplicate field.,Name-pattern heuristic only; verify determinism before dropping or rebuilding.
log_secondary_pub_pc11,segregation_citydata_urban_4000.dta,derivable,log_secondary_pub_pc11 matches log_<base> and base variable secondary_pub_pc11 exists,Document the formula and consider deriving rather than storing a duplicate field.,Name-pattern heuristic only; verify determinism before dropping or rebuilding.
muslim_share,segregation_blockdata_rural_200.dta,derivable,muslim_share matches <base>_share and base variable muslim exists,Document the formula and consider deriving rather than storing a duplicate field.,Name-pattern heuristic only; verify determinism before dropping or rebuilding.
muslim_share,segregation_blockdata_rural_4000.dta,derivable,muslim_share matches <base>_share and base variable muslim exists,Document the formula and consider deriving rather than storing a duplicate field.,Name-pattern heuristic only; verify determinism before dropping or rebuilding.
muslim_share,segregation_blockdata_urban_200.dta,derivable,muslim_share matches <base>_share and base variable muslim exists,Document the formula and consider deriving rather than storing a duplicate field.,Name-pattern heuristic only; verify determinism before dropping or rebuilding.
muslim_share,segregation_blockdata_urban_4000.dta,derivable,muslim_share matches <base>_share and base variable muslim exists,Document the formula and consider deriving rather than storing a duplicate field.,Name-pattern heuristic only; verify determinism before dropping or rebuilding.
muslim_share,segregation_citydata_rural_200.dta,derivable,muslim_share matches <base>_share and base variable muslim exists,Document the formula and consider deriving rather than storing a duplicate field.,Name-pattern heuristic only; verify determinism before dropping or rebuilding.
muslim_share,segregation_citydata_urban_200.dta,derivable,muslim_share matches <base>_share and base variable muslim exists,Document the formula and consider deriving rather than storing a duplicate field.,Name-pattern heuristic only; verify determinism before dropping or rebuilding.
muslim_share,segregation_citydata_urban_4000.dta,derivable,muslim_share matches <base>_share and base variable muslim exists,Document the formula and consider deriving rather than storing a duplicate field.,Name-pattern heuristic only; verify determinism before dropping or rebuilding.
nonscmuslim_share,segregation_blockdata_rural_200.dta,derivable,nonscmuslim_share matches <base>_share and base variable nonscmuslim exists,Document the formula and consider deriving rather than storing a duplicate field.,Name-pattern heuristic only; verify determinism before dropping or rebuilding.
nonscmuslim_share,segregation_blockdata_rural_4000.dta,derivable,nonscmuslim_share matches <base>_share and base variable nonscmuslim exists,Document the formula and consider deriving rather than storing a duplicate field.,Name-pattern heuristic only; verify determinism before dropping or rebuilding.
nonscmuslim_share,segregation_blockdata_urban_200.dta,derivable,nonscmuslim_share matches <base>_share and base variable nonscmuslim exists,Document the formula and consider deriving rather than storing a duplicate field.,Name-pattern heuristic only; verify determinism before dropping or rebuilding.
nonscmuslim_share,segregation_blockdata_urban_4000.dta,derivable,nonscmuslim_share matches <base>_share and base variable nonscmuslim exists,Document the formula and consider deriving rather than storing a duplicate field.,Name-pattern heuristic only; verify determinism before dropping or rebuilding.
nonscmuslim_share,segregation_citydata_rural_200.dta,derivable,nonscmuslim_share matches <base>_share and base variable nonscmuslim exists,Document the formula and consider deriving rather than storing a duplicate field.,Name-pattern heuristic only; verify determinism before dropping or rebuilding.
nonscmuslim_share,segregation_citydata_urban_200.dta,derivable,nonscmuslim_share matches <base>_share and base variable nonscmuslim exists,Document the formula and consider deriving rather than storing a duplicate field.,Name-pattern heuristic only; verify determinism before dropping or rebuilding.
nonscmuslim_share,segregation_citydata_urban_4000.dta,derivable,nonscmuslim_share matches <base>_share and base variable nonscmuslim exists,Document the formula and consider deriving rather than storing a duplicate field.,Name-pattern heuristic only; verify determinism before dropping or rebuilding.
sc_share,segregation_blockdata_rural_200.dta,derivable,sc_share matches <base>_share and base variable sc exists,Document the formula and consider deriving rather than storing a duplicate field.,Name-pattern heuristic only; verify determinism before dropping or rebuilding.
sc_share,segregation_blockdata_rural_4000.dta,derivable,sc_share matches <base>_share and base variable sc exists,Document the formula and consider deriving rather than storing a duplicate field.,Name-pattern heuristic only; verify determinism before dropping or rebuilding.
sc_share,segregation_blockdata_urban_200.dta,derivable,sc_share matches <base>_share and base variable sc exists,Document the formula and consider deriving rather than storing a duplicate field.,Name-pattern heuristic only; verify determinism before dropping or rebuilding.
sc_share,segregation_blockdata_urban_4000.dta,derivable,sc_share matches <base>_share and base variable sc exists,Document the formula and consider deriving rather than storing a duplicate field.,Name-pattern heuristic only; verify determinism before dropping or rebuilding.
sc_share,segregation_citydata_rural_200.dta,derivable,sc_share matches <base>_share and base variable sc exists,Document the formula and consider deriving rather than storing a duplicate field.,Name-pattern heuristic only; verify determinism before dropping or rebuilding.
sc_share,segregation_citydata_urban_200.dta,derivable,sc_share matches <base>_share and base variable sc exists,Document the formula and consider deriving rather than storing a duplicate field.,Name-pattern heuristic only; verify determinism before dropping or rebuilding.
